Age,Gender,Location,Monthly_Income,Education_Level,Platforms_Used,Influencer_Follow_Frequency,Influencer_Type,Product_Discovery_Mode,Num_Influencer_Purchases,Trust_Score,Influencer_Product_Categories,Purchase_Motivators,Purchase_Concerns,Try_New_Brand_Likelihood,Avg_Monthly_Influencer_Spend,Willingness_to_Spend_on_New,Buy_Now_Link_Likelihood,Prefer_Brand_Transparency,ROI_Transparency_Importance,Biggest_Purchase_Factor,Best_Value_Influencer_Tier,Engagement_with_Influencer_Content,Feels_Oversaturated,Suggestions_Concerns
29,Male,Mumbai,13800,Postgraduate,"YouTube, Facebook",Never,"Macro-influencers (100,000 to 1 million followers)",Advertisements,2,3,Fitness,Brand reputation,Price,4,9207,13791,3,Yes,3,Price,Mid-tier influencers,Often,No,No suggestions
20,Male,Sydney,29400,Postgraduate,"Twitter, Instagram, YouTube",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,3,3,Home & Living,"Peer influence, Quality of content","Price, Delivery issues",4,674,1061,5,No,2,Convenience,Micro-influencers,Rarely,Yes,Need more transparency
29,Male,New York,13600,High School,"TikTok, Facebook, Twitter",Rarely,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,3,4,Fitness,"Brand reputation, Positive product reviews","Product quality concerns, Price",3,1490,2152,4,Yes,3,Price,Micro-influencers,Sometimes,Yes,Better product reviews
27,Female,London,14000,Postgraduate,"Facebook, Instagram",Always,"Mid-tier influencers (10,000 to 100,000 followers)",Recommendations from friends/family,2,3,Food & Beverages,"Discounts or offers, Positive product reviews, Brand reputation",Return policies,3,9213,12092,3,Yes,4,Price,Macro-influencers,Sometimes,No,Improve product quality
29,Female,Other,15700,Graduate,"YouTube, Others, TikTok",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,3,4,"Fashion, Fitness","Quality of content, Positive product reviews, Brand reputation","Authenticity of product, Price",4,2020,3366,4,Yes,5,Trust,Micro-influencers,Often,Yes,Improve product quality
28,Female,London,6200,Other,"Twitter, YouTube, TikTok",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,4,Beauty,"Peer influence, Quality of content",Authenticity of product,3,3268,5192,5,Yes,4,Trust,Micro-influencers,Rarely,Yes,Limit sponsored content
31,Male,Other,29000,Postgraduate,"Facebook, Others",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Recommendations from friends/family,3,2,Food & Beverages,Discounts or offers,"Return policies, Product quality concerns",5,3996,3319,4,Yes,4,Trust,Macro-influencers,Sometimes,Yes,Limit sponsored content
24,Female,Mumbai,11500,Postgraduate,"Instagram, Others, Facebook",Often,"Micro-influencers (1,000 to 10,000 followers)",Other,4,1,"Technology, Beauty",Discounts or offers,"Return policies, Authenticity of product",4,1483,2227,1,Yes,4,Other,Micro-influencers,Never,Yes,Collaborate with trusted influencers
31,Male,Other,15900,Other,"Facebook, TikTok",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,0,4,"Food & Beverages, Home & Living","Brand reputation, Discounts or offers, Peer influence","Product quality concerns, Return policies",4,1902,2791,3,Yes,3,Trust,Mid-tier influencers,Often,Yes,Collaborate with trusted influencers
18,Female,Dubai,9800,Postgraduate,"TikTok, Others",Rarely,"Micro-influencers (1,000 to 10,000 followers)",Advertisements,5,3,"Beauty, Food & Beverages","Positive product reviews, Brand reputation",Product quality concerns,5,779,1107,3,Yes,3,Trust,Mega-influencers,Sometimes,No,Collaborate with trusted influencers
26,Female,London,23600,Graduate,"TikTok, YouTube, Twitter, Facebook",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,3,2,"Fitness, Technology",Quality of content,"Authenticity of product, Product quality concerns",3,388,537,1,Yes,3,Other,Mega-influencers,Sometimes,Yes,Lower prices
31,Female,London,11600,Graduate,"Others, YouTube, Twitter",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Online search,3,3,"Others, Beauty",Peer influence,Delivery issues,3,5707,5466,3,Yes,4,Other,Micro-influencers,Often,Yes,Need more transparency
38,Male,Other,13500,Graduate,"Twitter, Facebook, YouTube",Often,"Micro-influencers (1,000 to 10,000 followers)",Online search,3,1,"Beauty, Fashion","Discounts or offers, Brand reputation","Price, Delivery issues",3,1507,1538,4,Yes,4,Convenience,Micro-influencers,Often,No,Better product reviews
29,Male,Sydney,6800,Graduate,"TikTok, Facebook, YouTube",Often,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,0,3,"Fitness, Beauty",Brand reputation,Product quality concerns,3,3027,4229,5,Yes,3,Price,Micro-influencers,Often,Yes,Collaborate with trusted influencers
16,Male,Other,15400,Postgraduate,"Others, Instagram",Often,Mega-influencers (Over 1 million followers),Recommendations from friends/family,2,3,"Fashion, Home & Living","Peer influence, Quality of content, Positive product reviews","Price, Authenticity of product",3,2472,4102,4,Yes,3,Trust,Micro-influencers,Often,No,Lower prices
26,Male,Berlin,17700,Graduate,"Facebook, TikTok, Instagram",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Online search,0,4,Technology,Positive product reviews,Authenticity of product,5,777,1039,3,Yes,4,Product quality,Mid-tier influencers,Rarely,Yes,Better product reviews
16,Female,Dubai,9800,Postgraduate,"TikTok, Twitter, YouTube",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,1,3,Fashion,"Peer influence, Brand reputation, Positive product reviews","Return policies, Delivery issues",3,3948,5965,4,Yes,2,Trust,Micro-influencers,Always,Yes,Highlight local brands
23,Male,Dubai,16300,Graduate,"Instagram, Facebook, YouTube, Others",Often,"Micro-influencers (1,000 to 10,000 followers)",Online search,5,5,"Technology, Beauty, Food & Beverages, Others, Fitness, Home & Living","Quality of content, Brand reputation","Product quality concerns, Delivery issues",3,2648,3688,4,Yes,2,Convenience,Mid-tier influencers,Sometimes,Yes,Lower prices
32,Female,Mumbai,22200,Postgraduate,"TikTok, Instagram",Always,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,2,3,"Food & Beverages, Beauty",Brand reputation,"Return policies, Product quality concerns",1,2742,3595,4,Yes,3,Trust,Micro-influencers,Rarely,Yes,Need more transparency
29,Male,Berlin,8500,Graduate,"Facebook, Instagram, Others",Often,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,4,3,"Food & Beverages, Fitness","Positive product reviews, Quality of content",Product quality concerns,3,1939,3025,3,Yes,3,Other,Micro-influencers,Sometimes,Yes,Lower prices
32,Prefer not to say,London,23400,Graduate,"Instagram, Facebook",Often,"Micro-influencers (1,000 to 10,000 followers)",Online search,0,3,"Fashion, Fitness","Discounts or offers, Peer influence, Quality of content","Authenticity of product, Price",3,1399,1995,2,No,4,Other,Macro-influencers,Never,Yes,Need more transparency
25,Male,Dubai,27500,Other,"TikTok, Facebook, Instagram",Always,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,0,2,Beauty,"Quality of content, Peer influence, Positive product reviews","Price, Delivery issues",4,5183,7065,5,Yes,5,Trust,Mid-tier influencers,Never,No,No suggestions
29,Male,London,16700,Graduate,"Others, Facebook, Twitter",Always,"Macro-influencers (100,000 to 1 million followers)",Advertisements,3,4,"Others, Food & Beverages","Positive product reviews, Quality of content, Peer influence, Discounts or offers",Return policies,4,2423,2342,4,Yes,4,Price,Mega-influencers,Often,No,Improve product quality
27,Female,Berlin,20200,Graduate,"Facebook, Twitter",Always,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,1,4,Technology,"Positive product reviews, Brand reputation","Authenticity of product, Delivery issues",2,1962,2049,4,Yes,5,Price,Mid-tier influencers,Often,Yes,No suggestions
24,Male,London,9800,Graduate,"Facebook, Others",Rarely,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,1,4,Food & Beverages,Peer influence,Product quality concerns,3,1417,1499,4,No,3,Other,Micro-influencers,Always,No,Lower prices
26,Female,London,8800,Graduate,"Facebook, TikTok",Often,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,0,4,"Home & Living, Technology",Discounts or offers,Delivery issues,2,1946,2747,4,Yes,1,Trust,Mega-influencers,Often,No,Collaborate with trusted influencers
29,Female,Sydney,24000,Graduate,"Twitter, Others, TikTok",Always,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,1,4,"Home & Living, Beauty","Peer influence, Positive product reviews, Quality of content","Delivery issues, Authenticity of product",4,2652,4371,3,No,4,Product quality,Macro-influencers,Always,Yes,Limit sponsored content
36,Male,Berlin,33000,High School,"Instagram, YouTube, Twitter, Others",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Recommendations from friends/family,1,4,"Others, Home & Living, Food & Beverages, Fitness, Fashion, Technology, Beauty","Discounts or offers, Peer influence",Price,2,2116,2047,3,Yes,2,Price,Mega-influencers,Often,Yes,Need more transparency
23,Male,Dubai,26600,Graduate,"Others, TikTok",Often,"Micro-influencers (1,000 to 10,000 followers)",Advertisements,0,5,Home & Living,"Quality of content, Positive product reviews, Brand reputation","Authenticity of product, Delivery issues",5,3022,2890,4,Yes,2,Trust,Micro-influencers,Sometimes,No,Need more transparency
37,Male,Dubai,11000,Graduate,"TikTok, YouTube, Facebook",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,6,1,Fashion,"Positive product reviews, Brand reputation, Discounts or offers",Price,4,1135,1500,5,Yes,3,Product quality,Macro-influencers,Often,Yes,Need more transparency
23,Female,Mumbai,12000,Postgraduate,"Instagram, YouTube",Never,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,1,4,Others,Peer influence,Price,4,1723,2011,4,Yes,3,Trust,Micro-influencers,Often,Yes,Collaborate with trusted influencers
18,Male,Mumbai,10100,Graduate,"Twitter, Others",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,2,5,Beauty,Peer influence,"Price, Authenticity of product",4,1173,1837,2,Yes,1,Trust,Mid-tier influencers,Sometimes,No,No suggestions
16,Female,New York,9500,Graduate,"Facebook, Others",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,2,4,"Fitness, Others","Discounts or offers, Quality of content","Price, Return policies",3,3656,3803,3,Yes,3,Product quality,Macro-influencers,Sometimes,No,Need more transparency
29,Female,New York,17100,Graduate,"Facebook, Others, Twitter",Often,Mega-influencers (Over 1 million followers),Through influencer content,0,3,"Fashion, Food & Beverages",Positive product reviews,Authenticity of product,4,1351,1928,4,Yes,5,Price,Macro-influencers,Often,No,Highlight local brands
35,Female,New York,31500,Graduate,"Others, YouTube, Facebook",Never,Mega-influencers (Over 1 million followers),Through influencer content,2,2,Fashion,"Discounts or offers, Peer influence",Authenticity of product,4,1764,2722,1,Yes,4,Trust,Micro-influencers,Often,No,Collaborate with trusted influencers
25,Male,New York,9600,Postgraduate,"Twitter, TikTok, Instagram",Often,Mega-influencers (Over 1 million followers),Advertisements,5,4,"Home & Living, Beauty","Peer influence, Quality of content, Positive product reviews","Product quality concerns, Price",3,2580,3496,5,No,3,Convenience,Micro-influencers,Sometimes,Yes,Limit sponsored content
28,Male,Berlin,15300,High School,"Others, Instagram",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Online search,1,2,Beauty,"Peer influence, Positive product reviews",Price,4,2308,3846,5,Yes,2,Trust,Mid-tier influencers,Sometimes,No,Limit sponsored content
36,Male,London,7100,High School,"Others, YouTube, Facebook",Often,"Micro-influencers (1,000 to 10,000 followers)",Other,3,4,"Food & Beverages, Others","Positive product reviews, Quality of content","Price, Product quality concerns",4,3242,4659,3,Yes,5,Trust,Mega-influencers,Always,No,Highlight local brands
28,Female,Berlin,10300,Graduate,"Facebook, TikTok",Often,"Macro-influencers (100,000 to 1 million followers)",Recommendations from friends/family,0,3,Home & Living,"Quality of content, Peer influence, Brand reputation","Product quality concerns, Return policies",4,6660,5475,2,Yes,2,Other,Micro-influencers,Sometimes,Yes,Collaborate with trusted influencers
38,Male,Berlin,14200,High School,"Facebook, YouTube, TikTok",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Advertisements,3,5,Fashion,Discounts or offers,Price,3,1926,2918,5,No,4,Trust,Micro-influencers,Often,Yes,Lower prices
20,Female,Sydney,20900,Graduate,"Others, Facebook, YouTube",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,1,Home & Living,"Positive product reviews, Peer influence, Discounts or offers",Delivery issues,3,3359,3143,3,Yes,1,Price,Micro-influencers,Sometimes,Yes,No suggestions
32,Male,Dubai,13900,Graduate,"TikTok, Instagram, Facebook",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,1,3,Food & Beverages,Positive product reviews,"Price, Authenticity of product",3,5488,5526,4,Yes,2,Product quality,Macro-influencers,Sometimes,No,Lower prices
19,Male,New York,30200,Postgraduate,"Facebook, TikTok",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,7,4,"Fashion, Others","Peer influence, Quality of content",Price,4,374,560,1,Yes,3,Convenience,Mid-tier influencers,Sometimes,Yes,Better product reviews
31,Female,Sydney,18300,Postgraduate,"Facebook, Others, Twitter",Rarely,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,3,3,"Fitness, Technology","Peer influence, Brand reputation, Discounts or offers","Return policies, Price",1,1627,2006,3,Yes,3,Convenience,Mid-tier influencers,Sometimes,Yes,Limit sponsored content
23,Other,Other,36100,High School,"Instagram, Facebook, YouTube",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Other,0,3,"Fitness, Food & Beverages","Quality of content, Brand reputation",Authenticity of product,4,1363,2068,3,Yes,4,Price,Micro-influencers,Always,Yes,Better product reviews
24,Male,New York,5700,Postgraduate,"TikTok, Others, Twitter",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,5,4,"Home & Living, Fitness","Peer influence, Discounts or offers",Authenticity of product,2,1460,1551,4,No,5,Other,Micro-influencers,Sometimes,Yes,Lower prices
33,Male,Berlin,18100,Graduate,"Facebook, Others, Twitter",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,2,3,Fitness,Positive product reviews,Delivery issues,5,2818,3702,2,No,2,Product quality,Mega-influencers,Sometimes,Yes,Limit sponsored content
27,Male,New York,12100,High School,"Twitter, TikTok, Facebook",Never,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,3,2,"Home & Living, Technology","Brand reputation, Positive product reviews","Price, Return policies",3,6224,7971,3,No,4,Price,Micro-influencers,Often,No,Lower prices
24,Male,Dubai,25100,Other,"Twitter, Facebook",Always,"Mid-tier influencers (10,000 to 100,000 followers)",Recommendations from friends/family,2,4,"Food & Beverages, Fitness","Peer influence, Quality of content","Product quality concerns, Authenticity of product",3,764,639,5,Yes,4,Other,Mid-tier influencers,Often,No,Highlight local brands
30,Female,Mumbai,15600,Graduate,"Facebook, Instagram",Often,"Micro-influencers (1,000 to 10,000 followers)",Advertisements,5,4,"Beauty, Others","Brand reputation, Quality of content","Delivery issues, Return policies",1,2607,2882,3,Yes,4,Trust,Mid-tier influencers,Sometimes,Yes,Need more transparency
28,Male,Dubai,23600,Postgraduate,"YouTube, Others, TikTok",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Other,1,3,Fitness,Positive product reviews,"Product quality concerns, Delivery issues",4,5335,4659,2,Yes,4,Product quality,Micro-influencers,Sometimes,Yes,Lower prices
